CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,AUTOFE_F_1,AUTOFE_F_6,AUTOFE_F_7,AUTOFE_F_10,AUTOFE_F_13,AUTOFE_F_16,AUTOFE_F_19,AUTOFE_F_27,AUTOFE_F_28,AUTOFE_F_30,AUTOFE_F_31,AUTOFE_F_33,AUTOFE_F_35,AUTOFE_F_41,AUTOFE_F_48
0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,3.59,-0.9587,142.23,0.001306060606,7.431,9,-0.562,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,3.53,-1.9497,142.23,0.001306060606,7.431,7,-0.043,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,7
0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,3.54,-0.6477,142.23,0.001306060606,7.431,8,1.259,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,8
0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,6.57,-3.1123,123.48,0.001244444444,1.392,32,5.108,-311.36,4.64,2.64,16.4,19.207317073,1146.6,0.392,0.2219512195,6
0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,9.25,-3.3443,123.48,0.001244444444,1.392,19,4.876,-311.36,4.64,2.64,16.4,19.207317073,1146.6,0.392,0.2219512195,6
0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,3.11,1.1179,96.136,0.001614754098,3.394,34,4.454,-240.25,6.75,0.75,15.9,15.34591195,915,0.394,0.2358490566,7
0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,5.12,6.903,170.808,0.002450757576,5.647,87,3.704,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,9
0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,7.79,5.4384,170.808,0.002450757576,5.647,100,2.333,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,6.9,4.8313,170.808,0.002450757576,5.647,100,1.842,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,9.59,5.0909,170.808,0.002450757576,5.647,82,2.203,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,7.26,5.3802,170.808,0.002450757576,5.647,89,2.52,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,8
0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,5.91,6.1095,170.808,0.002450757576,5.647,92,3.398,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,8
0.82526,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13,11.25,5.2482,170.808,0.002450757576,5.647,95,2.327,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.55007,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13,8.1,5.2759,170.808,0.002450757576,5.647,92,2.206,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.76162,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13,10.45,3.5735,170.808,0.002450757576,5.647,63,0.56,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,6
0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13,14.79,4.8811,170.808,0.002450757576,5.647,85,2.014,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.647,0.3053846154,7
0.57834,20,3.97,0,0.575,8.297,67,2.4216,5,264,13,7.44,5.8754,151.8,0.002178030303,5.575,67,3.297,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.575,0.3053846154,8
0.5405,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13,3.16,4.598,151.8,0.002178030303,5.575,53,2.47,-260.03,8.97,-1.03,13,20.307692308,1048.08,0.575,0.3053846154,7
0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,13.65,2.0025,103.472,0.002080717489,3.464,62,2.92,-216.04,9.96,3.96,19.6,11.989247312,1552.08,1.464,0.3741935484,6
0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6,13,1.427,103.472,0.002080717489,3.464,42,2.856,-216.04,9.96,3.96,18.6,11.989247312,1552.08,0.464,0.3741935484,6
0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,6.59,1.811,103.472,0.002080717489,3.464,16,3.24,-216.04,9.96,3.96,18.6,11.989247312,1552.08,0.464,0.3741935484,6
0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,7.73,2.6205,103.472,0.002080717489,3.464,59,3.538,-216.04,9.96,3.96,18.6,11.989247312,1552.08,0.464,0.3741935484,7
0.22188,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,6.58,3.3245,103.472,0.002080717489,3.464,52,4.691,-216.04,9.96,3.96,19.6,11.989247312,1552.08,1.464,0.3741935484,8
0.05644,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,3.53,2.6804,113.538,0.00175984252,4.447,33,2.758,-247.59,10.41,2.41,18.6,14.431818182,1628.14,1.447,0.3642045455,7
0.09604,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,2.98,2.5867,113.538,0.00175984252,4.447,43,2.854,-247.59,10.41,2.41,17.6,14.431818182,1628.14,0.447,0.3642045455,7
0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,6.05,2.4798,113.538,0.00175984252,4.447,49,3.267,-247.59,10.41,2.41,18.6,14.431818182,1628.14,1.447,0.3642045455,7
0.06127,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,4.16,1.9632,113.538,0.00175984252,4.447,28,2.826,-247.59,10.41,2.41,18.6,14.431818182,1628.14,1.447,0.3642045455,7
0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,7.19,2.3417,113.538,0.00175984252,4.447,32,2.482,-247.59,10.41,2.41,17.6,14.431818182,1628.14,0.447,0.3642045455,6
0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,4.85,2.7113,95.6664,0.002050462963,5.4429,32,1.812,-212.67,8.33,-1.67,14.9,14.496644295,719.28,0.4429,0.2234899329,7
0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,3.76,3.1253,95.6664,0.002050462963,5.4429,65,2.82,-212.67,8.33,-1.67,14.9,14.496644295,719.28,0.4429,0.2234899329,8
0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,4.59,1.7233,95.6664,0.002050462963,5.4429,37,1.968,-212.67,8.33,-1.67,14.9,14.496644295,719.28,0.4429,0.2234899329,7
0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,3.01,2.4331,95.6664,0.002050462963,5.4429,50,2.645,-212.67,8.33,-1.67,15.9,14.496644295,719.28,1.4429,0.2234899329,8
0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,3.16,2.038,79.398,0.002025252525,1.401,25,6.923,-196.79,2.21,0.21,14.6,14.558823529,239.58,1.401,0.08897058824,8
0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3,7.85,-0.2193,114,0.001403508772,1.4,21,6.088,-282.03,3.97,1.97,15.3,18.62745098,846.45,0.4,0.1941176471,7
0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,8.23,-0.8543,116.7,0.001296666667,1.389,32,5.453,-297.75,3.25,1.25,15.3,19.607843137,675,0.389,0.1470588235,6
0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,12.93,-2.8592,92.785,0.001597510373,1.385,32,5.23,-239.24,2.76,0.76,18.2,13.241758242,424.16,0.385,0.0967032967,6
0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,7.14,-1.1082,118.665,0.00138225256,6.405,31,0.209,-287.68,11.32,-0.68,16.6,17.65060241,1558.76,0.405,0.3204819277,6
0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,7.6,-1.0022,118.665,0.00138225256,6.405,46,0.315,-287.68,11.32,-0.68,16.6,17.65060241,1558.76,0.405,0.3204819277,6
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,9.51,-0.7522,118.665,0.00138225256,6.405,23,0.565,-287.68,11.32,-0.68,16.6,17.65060241,1558.76,0.405,0.3204819277,7
0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,3.33,1.7443,100.695,0.00167755102,4.411,28,2.861,-240.05,8.95,0.95,19.2,12.760416667,1212.75,0.411,0.2578125,7
0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,3.56,2.0313,100.695,0.00167755102,4.411,28,3.148,-240.05,8.95,0.95,19.2,12.760416667,1212.75,0.411,0.2578125,7
0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,4.7,1.5133,100.695,0.00167755102,4.411,23,2.63,-240.05,8.95,0.95,19.2,12.760416667,1212.75,0.411,0.2578125,7
0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16,8.58,0.6243,126.293,0.001512110727,4.437,18,2.127,-275.08,17.92,9.92,16,18.0625,4022.88,0.437,0.87,6
0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,10.4,0.5063,126.293,0.001512110727,4.437,42,2.009,-275.08,17.92,9.92,16,18.0625,4022.88,0.437,0.87,6
0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16,6.27,0.7176,126.293,0.001512110727,4.437,31,2.678,-275.08,17.92,9.92,16,18.0625,4022.88,0.437,0.87,7
0.05372,0,13.92,0,0.437,6.549,51,5.9604,4,289,16,7.39,0.5886,126.293,0.001512110727,4.437,51,2.549,-275.08,17.92,9.92,16,18.0625,4022.88,0.437,0.87,7
0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16,15.84,-0.53,126.293,0.001512110727,4.437,58,1.79,-275.08,17.92,9.92,16,18.0625,4022.88,0.437,0.87,6
0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,4.97,-1.4828,143.2,0.001117318436,5.4,20,1.345,-355.76,7.24,-2.76,14.8,24.189189189,801.92,0.4,0.1513513514,6
0.05561,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8,4.74,-0.7868,143.2,0.001117318436,5.4,10,2.041,-355.76,7.24,-2.76,14.8,24.189189189,801.92,0.4,0.1513513514,7
0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,6.07,-0.9568,143.2,0.001117318436,5.4,47,1.871,-355.76,7.24,-2.76,14.8,24.189189189,801.92,0.4,0.1513513514,7
0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,9.5,1.0983,142.457,0.001316109422,7.433,40,-0.41,-322.91,13.09,-0.91,16.1,20.434782609,2003.61,0.433,0.3782608696,7
0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,8.67,1.0033,142.457,0.001316109422,7.433,18,-0.505,-322.91,13.09,-0.91,16.1,20.434782609,2003.61,0.433,0.3782608696,6
0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,4.86,1.4903,142.457,0.001316109422,7.433,18,-0.018,-322.91,13.09,-0.91,16.1,20.434782609,2003.61,0.433,0.3782608696,7
0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,6.93,3.214,104.784,0.002126126126,7.472,41,0.236,-219.82,9.18,-4.82,18.4,12.065217391,483.96,0.472,0.1184782609,7
0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,8.93,3.246,104.784,0.002126126126,7.472,58,-0.384,-219.82,9.18,-4.82,18.4,12.065217391,483.96,0.472,0.1184782609,7
0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,6.47,4.3208,104.784,0.002126126126,7.472,72,0.42,-219.82,9.18,-4.82,18.4,12.065217391,483.96,0.472,0.1184782609,7
0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,7.53,3.6663,104.784,0.002126126126,7.472,70,-0.151,-219.82,9.18,-4.82,18.4,12.065217391,483.96,0.472,0.1184782609,7
0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,4.54,3.3175,165.376,0.001789473684,4.544,83,2.635,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,7
0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,9.97,2.8695,165.376,0.001789473684,4.544,77,1.972,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,12.64,2.4536,165.376,0.001789473684,4.544,38,0.973,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,5
0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,5.98,3.4817,165.376,0.001789473684,4.544,53,2.122,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,11.72,3.189,165.376,0.001789473684,4.544,90,2.023,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,7.9,3.0032,165.376,0.001789473684,4.544,83,2.266,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,9.28,2.9647,165.376,0.001789473684,4.544,87,2.567,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,7
0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,11.5,1.76,165.376,0.001789473684,4.544,78,1.705,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,18.33,1.9154,165.376,0.001789473684,4.544,83,1.914,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,15.94,1.7503,165.376,0.001789473684,4.544,72,1.782,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,10.36,2.8495,165.376,0.001789473684,4.544,67,2.382,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,12.73,2.1111,165.376,0.001789473684,4.544,59,2.113,-294.1,13.9,5.9,18.4,16.52173913,3009.6,0.544,0.5380434783,6
0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,7.2,1.8856,141.491,0.001717770035,5.493,52,1.426,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,6.87,1.8356,141.491,0.001717770035,5.493,54,1.376,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,7.7,1.3199,141.491,0.001717770035,5.493,50,1.041,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,11.74,0.9869,141.491,0.001717770035,5.493,74,0.708,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,6.12,1.6939,141.491,0.001717770035,5.493,40,1.415,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,5.08,1.0151,141.491,0.001717770035,5.493,15,1.431,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,6.15,0.8961,141.491,0.001717770035,5.493,29,1.312,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,12.79,0.6671,141.491,0.001717770035,5.493,44,1.083,-279.62,12.38,2.38,19.6,14.642857143,2118.06,0.493,0.3765306122,6
0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,9.97,0.6534,197.8,0.001069767442,4.46,26,1.868,-426.76,7.24,-0.76,16.9,25.443786982,1393.2,0.46,0.1917159763,6
0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,7.34,1.1184,197.8,0.001069767442,4.46,17,2.333,-426.76,7.24,-0.76,16.9,25.443786982,1393.2,0.46,0.1917159763,6
0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,9.09,0.2704,197.8,0.001069767442,4.46,32,2.144,-426.76,7.24,-0.76,16.9,25.443786982,1393.2,0.46,0.1917159763,6
0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,12.43,-0.9347,133.1216,0.001440460526,1.4379,28,4.706,-297.94,7.06,5.06,16.9,17.98816568,1842.24,0.4379,0.3585798817,6
0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,7.83,-0.6097,133.1216,0.001440460526,1.4379,23,5.031,-297.94,7.06,5.06,16.9,17.98816568,1842.24,0.4379,0.3585798817,6
0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,5.68,-0.1424,115.36,0.002299107143,5.515,38,1.316,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,6.75,-0.1484,115.36,0.002299107143,5.515,39,1.31,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,8.01,0.0517,115.36,0.002299107143,5.515,35,1.037,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,9.8,0.6379,115.36,0.002299107143,5.515,46,0.869,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,10.56,0.28,115.36,0.002299107143,5.515,60,0.895,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,8.51,1.2468,115.36,0.002299107143,5.515,37,1.059,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,9.74,1.1728,115.36,0.002299107143,5.515,45,0.985,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,9.29,1.1558,115.36,0.002299107143,5.515,59,0.968,-218.81,10.19,0.19,20.2,11.089108911,1162.56,0.515,0.2569306931,6
0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,5.49,0.2031,125.528,0.001556338028,1.442,49,6.241,-282.48,2.52,0.52,15.5,18.322580645,431.68,0.442,0.09806451613,7
0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,8.65,0.2731,218.596,0.001227488152,1.518,60,5.54,-420.11,2.89,0.89,15.9,26.540880503,797.58,0.518,0.1188679245,7
0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,7.18,0.9639,179.08,0.001308108108,5.484,56,1.696,-366.22,8.78,-1.22,17.6,21.022727273,1398.6,0.484,0.2147727273,7
0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,4.61,0.4086,179.08,0.001308108108,5.484,28,1.874,-366.22,8.78,-1.22,17.6,21.022727273,1398.6,0.484,0.2147727273,7
0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,10.53,-1.9996,155.584,0.001255681818,3.442,49,3.014,-347.61,7.39,1.39,18.8,18.723404255,1545.28,0.442,0.2335106383,6
0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,12.67,-2.1156,155.584,0.001255681818,3.442,52,2.898,-347.61,7.39,1.39,18.8,18.723404255,1545.28,0.442,0.2335106383,6
0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,6.36,-2.0193,150.579,0.001222222222,4.429,28,2.516,-346.85,8.15,0.15,17.9,19.608938547,1456.65,0.429,0.2318435754,7
0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,5.99,-1.709,121.8,0.001553571429,4.435,30,2.635,-277.99,6.01,-1.99,17,16.470588235,562.8,0.435,0.1182352941,7
0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,5.89,-1.8531,143.715,0.001280597015,1.429,35,5.939,-333.75,2.25,0.25,19.7,17.005076142,418.75,0.429,0.06345177665,7
0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,5.98,-2.3021,143.715,0.001280597015,1.429,44,5.49,-333.75,2.25,0.25,19.7,17.005076142,418.75,0.429,0.06345177665,6
0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,5.49,-4.1313,168.921,0.001,4.411,36,2.579,-409.31,5.69,-2.31,18.3,22.459016393,694.59,0.411,0.09234972678,7
0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,7.79,-4.8263,168.921,0.001,4.411,19,1.884,-409.31,5.69,-2.31,18.3,22.459016393,694.59,0.411,0.09234972678,6
0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17,4.5,-5.3985,76.67,0.002192513369,5.41,36,1.728,-184.98,7.02,-2.98,17,11,377.74,0.41,0.1188235294,7
0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,8.05,-4.9227,137.942,0.001236526946,4.413,22,1.663,-332.09,5.91,-2.09,22,15.181818182,637.94,0.413,0.08681818182,6
0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,5.57,-4.6497,137.942,0.001236526946,4.413,20,1.936,-332.09,5.91,-2.09,22,15.181818182,637.94,0.413,0.08681818182,6
8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,17.6,4.0898,512.82,0.001156156156,24.77,97,-17.788,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.77,0.896039604,6
3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,13.27,3.8898,512.82,0.001156156156,24.77,91,-17.605,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.77,0.896039604,6
5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,11.48,3.4043,512.82,0.001156156156,24.77,83,-17.873,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.77,0.896039604,6
4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,12.67,3.6029,512.82,0.001156156156,24.77,81,-17.888,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.77,0.896039604,6
4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,7.79,3.8798,512.82,0.001156156156,24.77,88,-17.602,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.77,0.896039604,6
3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,14.19,3.9555,512.82,0.001156156156,24.77,91,-17.749,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.77,0.896039604,6
3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,10.19,3.2584,512.82,0.001156156156,24.77,96,-18.638,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.77,0.896039604,5
4.22239,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.2,14.64,3.8983,512.82,0.001156156156,24.77,89,-18.197,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.77,0.896039604,6
3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,5.29,6.8753,478.188,0.001078078078,24.718,83,-15.22,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.718,0.896039604,9
4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2,7.12,1.9478,478.188,0.001078078078,24.718,88,-20.439,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.718,0.896039604,4
3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,14,3.2107,478.188,0.001078078078,24.718,91,-19.037,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.718,0.896039604,5
13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.2,13.33,2.3524,420.246,0.0009474474474,24.631,100,-20.137,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.631,0.896039604,4
4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2,3.26,3.6375,420.246,0.0009474474474,24.631,100,-19.03,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.631,0.896039604,5
5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,3.73,5.3263,420.246,0.0009474474474,24.631,97,-17.317,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.631,0.896039604,7
6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,2.96,5.8136,420.246,0.0009474474474,24.631,98,-16.984,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.631,0.896039604,7
9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,9.53,5.0469,420.246,0.0009474474474,24.631,100,-17.784,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.631,0.896039604,6
8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,8.88,4.7454,444.888,0.001003003003,24.668,90,-18.125,-647.9,42.1,-5.9,21.2,32.97029703,12054.6,1.668,0.896039604,6
11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,34.77,3.7318,444.888,0.001003003003,24.668,100,-19.094,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.668,0.896039604,5
18.4982,0,18.1,0,0.668,4.138,100,1.137,24,666,20.2,37.97,3.001,444.888,0.001003003003,24.668,100,-19.862,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.668,0.896039604,4
19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,13.44,5.9967,446.886,0.001007507508,24.671,98,-16.687,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.671,0.896039604,7
15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,23.24,5.3041,446.886,0.001007507508,24.671,93,-17.351,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.671,0.896039604,7
9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,21.24,5.436,446.886,0.001007507508,24.671,99,-17.206,-647.9,42.1,-5.9,20.2,32.97029703,12054.6,0.671,0.896039604,7
